"OID","SRIDU","SRNOM","RMRIDU","Region","KM2","Pop2016","Logement","A014","A1564","A65plus","AgeMoyen","AgeMedian","MaisonIndi","App5Plus","MaisJumule","MaisRangee","AppDuplex","App5Moins","AutreMais","LogMobile","Menage1","MenageMoy","TotFamille","FamMono","RevMedMen","FaibleRev","Immigrant","ImgRec","MinVisible","Proprio","Locataire","PieceLog","LogTailCon","LogTailInc","LogAv60","Log61_80","Log81_90","Log91_00","Log_01_05","Log06_10","Log11_16","ValMedLog","ValMoyLog","LoyerMed","LoyerMoy","HabKm2","Hab1000Km2"
"836","4620694.00","0694.00","462","Lanaudière",34.3908,7895,2836,23.88,67.76,8.36,34.3,33.8,69.79,0,16.08,4.24,2.3,3,0.35,4.24,16.58,2.8,2350,15.11,83360,5.8,5.03,0.25,6.5,90.85,9.15,6.9,97.71,2.29,2.65,19.22,13.05,15.7,5.11,21.16,23.1,229444,239796,900,952,229.567209835188,0.229567209835188
"837","4620708.02","0708.02","462","Laurentides",1.59349,4187,2003,10.5,62.89,26.61,47.7,51.5,30.83,9.52,2.26,4.26,0.75,52.38,0,0,35.91,2,1240,17.34,62629,11.48,5.78,0.24,5.42,64.22,35.78,5.6,98.29,1.71,5.41,29.24,21.13,9.83,6.63,19.16,8.6,289319,332566,781,835,2627.5659087914,2.6275659087914
"838","4620677.05","0677.05","462","Lanaudière",2.14797,4864,1616,15.81,69.92,14.17,41.8,45.8,95.06,0,3.4,0,0.62,0.62,0.31,0,10.22,2.9,1455,9.28,112242,3.4,13.16,1.59,14.56,98.44,1.56,8.2,97.83,2.17,1.86,13.93,63.78,18.58,0.62,1.24,0,330941,328254,0,0,2264.46365638254,2.26446365638254
"839","4620702.01","0702.01","462","Laurentides",2.08312,2544,970,17.29,62.28,20.43,43.1,47,85.05,0,1.55,0,0.52,12.89,0,0,17.01,2.6,800,11.88,102144,3.93,8.46,0.75,5.26,95.98,4.02,7.8,100,0,1,58.5,9,13.5,12.5,1,4.5,345843,349994,1237,1040,1221.24505549368,1.22124505549368
"840","4620702.02","0702.02","462","Laurentides",3.99537,6808,2356,18.87,68.5,12.56,39.3,42.3,90.87,0,2.97,5.94,0.21,0,0,0,11.04,2.9,2095,13.6,117419,5.22,9.34,0.97,5.83,96.15,3.85,8.7,99.36,0.64,1.5,53.1,23.34,14.56,3.21,1.93,2.36,370026,426601,1299,1172,1703.9723479928,1.7039723479928
"841","4620687.04","0687.04","462","Lanaudière",1.78762,4959,1842,17.44,63.81,18.75,42.5,44.8,68.56,0,8.94,0,2.71,19.78,0,0,19.57,2.6,1480,16.55,79506,6.2,8.21,1.25,10.4,79.73,20.27,6.7,97.57,2.43,1.34,46.77,47.58,1.88,0.81,0.54,1.08,259269,269932,777,791,2774.07950235509,2.77407950235509
"842","4620682.05","0682.05","462","Lanaudière",0.79184,2997,1141,14.5,71.83,13.67,41.4,44.8,61.14,0,23.58,0.87,0,13.97,0.44,0,17.03,2.6,950,16.84,79787,5,6.98,0.87,9.25,85.27,14.73,6.7,96.88,3.13,2.25,48.65,38.74,10.36,0,0,0,238817,234669,783,866,3784.85552636896,3.78485552636896
"843","4620682.06","0682.06","462","Lanaudière",1.75036,4822,1678,22.3,69.29,8.4,36,38,69.44,0,25.82,2.08,0.3,2.37,0,0,13.73,2.9,1445,14.53,91392,3.94,9.59,0.4,14.63,93.55,6.45,6.9,97.65,2.35,1.18,19.76,21.24,20.65,24.78,10.62,1.77,250320,256595,837,790,2754.86185698942,2.75486185698942
"844","4620685.03","0685.03","462","Lanaudière",7.9301,5881,2780,14.8,69.98,15.22,40,38.9,33.27,0,4.68,3.96,1.44,56.47,0.18,0,39.75,2.1,1635,18.96,62891,8.82,5.78,1.03,5.86,74.37,25.63,5.3,98.2,1.8,2.5,17.89,12.7,17.17,4.29,20.93,24.51,210867,222544,803,844,741.604771692665,0.741604771692665
"845","4620685.04","0685.04","462","Lanaudière",0.92874,3105,1112,16.43,71.66,11.92,39.4,41,93.24,0,0.45,0,3.15,3.15,0,0,11.66,2.8,980,13.78,86869,4.19,7.28,1.13,7.61,93.67,6.33,7.3,100,0,0.9,36.2,44.34,18.55,0,0,0,250503,255052,754,781,3343.23922734027,3.34323922734027
"846","4620930.04","0930.04","462","Montérégie",22.2956,6783,2629,15.99,62.27,21.74,44.4,47.7,76.05,0,2.09,1.71,0.95,19.2,0,0,25.29,2.5,1965,10.69,101632,6.8,5.44,0,3.52,81.63,18.37,7.7,100,0,12.88,31.82,12.88,18.75,10.42,8.14,5.11,428814,481938,680,721,304.230431116453,0.304230431116453
"847","4620685.05","0685.05","462","Lanaudière",2.91072,4504,1727,19.22,63.11,17.89,40.7,40.3,56.81,0,7.83,0,7.83,26.67,0.87,0,25.22,2.5,1260,19.84,71706,8.14,3.88,0.34,3.42,71.14,28.86,6.3,97.43,2.57,4.01,33.81,19.48,12.03,12.89,13.75,4.01,259399,287794,787,798,1547.38346525945,1.54738346525945
"848","4620726.04","0726.04","462","Laurentides",0.818873,1873,698,15.73,72,12,40.9,44.2,81.43,0,14.29,0,0.71,2.86,0.71,0,14.29,2.7,600,14.17,89498,4.53,6.33,0.53,6.6,96.4,3.6,7.4,97.12,2.88,0,35.97,61.15,2.88,0,0,0,259555,264437,0,760,2287.28997048382,2.28728997048382
"849","4620727.01","0727.01","462","Laurentides",1.15752,3295,1689,11.99,58.27,29.89,48.3,52.1,30.18,0,1.78,0,5.92,61.83,0.3,0,44.67,1.9,880,25.57,44240,20,4.45,0,4.29,37.98,62.02,5,97.92,2.08,24.04,48.37,14.24,7.72,1.48,2.08,2.08,250088,264763,708,732,2846.60308245214,2.84660308245214
"850","4620727.02","0727.02","462","Laurentides",1.60045,4072,2010,12.29,59.71,28.13,48.2,51.5,35.82,12.69,8.71,1,6.97,34.33,0.5,0,44.78,2,1070,18.69,47744,17.71,4.28,0.37,3.42,51.74,48.26,5.3,96.77,3.23,18.56,32.92,13.37,18.32,10.15,4.7,1.98,250392,268569,777,985,2544.28442000687,2.54428442000687
"851","4620830.01","0830.01","462","Montérégie",6.84669,7105,2861,16.96,68.9,14.14,40.2,41.3,57.24,0,6.81,1.4,6.63,27.92,0,0,26.05,2.4,2070,18.84,72166,8.93,6.5,0.21,5.71,68.53,31.47,6.2,97.03,2.97,8.57,35.31,22.38,21.33,6.99,2.1,3.32,250709,261000,764,789,1037.72771952579,1.03772771952579
"852","4620930.03","0930.03","462","Montérégie",7.68091,2605,962,15.93,65.83,18.04,43,47.5,98.44,0,0,0.52,0.52,0,0.52,0,13.47,2.7,830,8.43,106701,4.03,8.03,0.76,3.24,96.35,3.65,8.8,100,0,3.14,66.49,19.37,6.28,2.62,2.09,0,349117,389762,0,0,339.15252229228,0.33915252229228
"853","4620656.01","0656.01","462","Laval",6.33382,7171,2472,16.38,63.07,20.56,43,43.4,63.89,2.23,12.98,8.92,5.07,6.69,0.2,0,21.62,2.6,1915,16.45,76629,7.64,20.32,0.84,21.31,83.4,16.6,6.2,95.76,4.24,19.07,24.14,16.23,16.02,5.48,14.4,4.67,259555,282937,983,968,1132.17615909514,1.13217615909514
"854","4620632.04","0632.04","462","Laval",1.95367,7175,3012,13.73,71.15,15.12,41.9,44.3,40.8,0,11.94,0.5,0.83,45.61,0.17,0.17,31.06,2.4,2050,17.8,69632,8.8,21.79,2.03,18.91,69.27,30.73,5.8,94.85,5.15,3.31,19.7,55.96,15.73,2.98,1.99,0.33,300766,330864,764,833,3672.5752046149,3.6725752046149
"855","4620657.03","0657.03","462","Laval",1.83698,4511,1432,20.84,70.18,8.98,36.9,38.8,55.94,0,34.62,2.8,0.35,6.29,0,0,12.2,3.2,1300,13.46,91794,5.88,28.03,2.45,28.59,92.58,7.42,6.8,95.04,4.96,0,32.38,28.47,20.28,8.9,9.96,0,288903,297335,849,850,2455.66092173023,2.45566092173023
"856","4620660.01","0660.01","462","Laval",2.06225,5498,1812,18.45,73.09,8.36,38.1,40.8,90.63,0,1.1,0.55,1.38,6.34,0,0,12.12,3,1610,12.42,108715,3.01,25.32,1.37,22.95,94.75,5.25,7.4,96.69,3.31,0.83,4.42,42.54,29.01,9.67,12.15,1.38,350053,363961,988,987,2666.02012365135,2.66602012365135
"857","4620660.02","0660.02","462","Laval",1.4527,5503,2133,16.62,65.58,17.62,41.4,42.5,61.36,0.23,4.45,0,0.23,33.72,0,0,23,2.6,1630,19.63,67897,9.01,25.57,3.73,27.93,73.41,26.59,6.2,94.6,5.4,9.41,55.76,21.65,3.53,4.47,3.53,1.65,295115,286175,811,834,3788.11867556963,3.78811867556963
"858","4620660.03","0660.03","462","Laval",2.13405,7167,2603,17.24,67.97,14.79,40.7,43.3,48.65,2.31,20.19,3.85,0.58,24.04,0.19,0.19,22.88,2.7,2005,14.21,89830,5.48,17.08,0.5,13.45,87.14,12.86,6.6,98.46,1.54,1.54,26.2,12.14,25.82,19.46,12.14,2.7,330457,390318,821,827,3358.40303647993,3.35840303647993
"859","4620512.03","0512.03","462","Montréal",0.706576,2512,1302,15.54,62.55,21.71,42.9,42.8,9.2,27.59,3.45,3.83,0,55.94,0,0,49.81,1.9,620,18.55,50859,17.37,39.57,5.65,37.43,56.98,43.02,4.2,93.18,6.82,4.17,31.44,24.62,5.68,10.23,13.26,10.61,234892,270049,886,899,3555.1731165508,3.5551731165508
"860","4620512.04","0512.04","462","Montréal",1.8235,6674,2416,17.75,67.94,14.31,39.6,40.3,57.05,0,4.56,5.19,2.28,30.71,0.21,0,24.22,2.8,1840,19.57,66304,12.93,42.58,5.28,44.46,68.89,31.11,6.1,91.44,8.56,15.42,68.33,6.04,6.04,2.08,1.67,0.42,300766,323090,801,855,3659.99451604058,3.65999451604058
"861","4620857.12","0857.12","462","Montérégie",1.1252,3771,1443,16.84,65.92,17.37,41.3,42.4,75.78,0,8.65,2.42,3.46,9.34,0.35,0,20.07,2.6,1145,17.9,75424,6.5,12.89,2.31,17.12,85.46,14.54,6.7,95.76,4.24,6.34,70.42,19.01,0.7,0.7,0,2.82,250601,251970,744,795,3351.40419480981,3.35140419480981
"862","4620887.03","0887.03","462","Montérégie",11.7431,3599,1329,17.52,65.09,17.52,42.4,45.7,90.94,0,4.91,2.64,0.75,0.75,0,0,12.45,2.7,1150,11.3,113536,2.78,8.75,1.25,4.86,97.74,2.26,8.1,99.25,0.75,8.68,44.15,43.02,1.89,1.13,1.13,0,349822,366608,0,981,306.477846565217,0.306477846565217
"863","4620322.03","0322.03","462","Montréal",0.777144,4751,2361,14.51,59.83,25.66,45.6,46.6,2.11,10.78,5.92,0,54.33,26.85,0,0,43.64,2,1250,23.6,47307,19.41,25.51,5.19,20.97,25.21,74.79,4.5,94.23,5.77,21.37,66.03,10.9,1.28,0,0,0.43,549824,540910,811,813,6113.41012733805,6.11341012733805
"864","4620322.04","0322.04","462","Montréal",0.470293,3345,1377,9.72,51.42,39.01,53.8,57.4,5.43,0,15.94,0,51.09,27.54,0,0,43.27,2,760,16.45,52645,17.05,30.38,2.05,20.82,45.88,54.12,5.1,96.07,3.93,7.5,51.43,26.07,3.93,4.29,6.79,0,501737,550269,713,709,7112.58725943189,7.11258725943189
"865","4620470.04","0470.04","462","Montréal",1.62328,3642,1215,15.11,67.72,17.03,42.3,45.8,100,0,0,0,0,0,0,0,9.88,3,1130,11.95,104090,5.9,34.02,3.86,29.99,97.95,2.05,8.1,99.18,0.82,1.23,57.79,34.02,1.64,4.51,0.82,0,400361,437573,0,0,2243.60553940171,2.24360553940171
"866","4620470.05","0470.05","462","Montréal",2.18661,4194,1325,14.3,70.44,15.26,41.9,46,98.87,0,0,1.13,0,0,0,0,7.17,3.2,1260,9.13,132011,6.34,32.94,3.1,30.55,98.48,1.52,9,98.48,1.52,2.67,30.15,37.4,23.66,1.91,3.05,1.15,551046,622090,0,0,1918.0375101184,1.9180375101184
"867","4620926.02","0926.02","462","Montérégie",51.6074,4531,1910,17.44,65.23,17.44,41.9,43.7,76.9,0,5.25,0.52,7.09,9.71,0.26,0.26,27.49,2.4,1385,14.08,69559,9.19,3.99,0.22,1.33,83.2,16.8,6.6,98.17,1.83,12.11,34.47,16.32,17.89,10.26,3.95,5,250765,284572,703,775,87.7974864069881,0.0877974864069881
"868","4620857.06","0857.06","462","Montérégie",1.4701,5621,2225,17.17,67.88,15.04,40.6,42.1,58.11,0,10.14,1.8,3.38,26.35,0.23,0,23.82,2.5,1645,17.33,75290,9.69,16.59,3.32,19.19,77.53,22.47,6.4,94.84,5.16,7.85,52.02,25.78,6.05,2.24,5.61,0.45,275058,270799,744,733,3823.54941840691,3.82354941840691
"869","4620857.07","0857.07","462","Montérégie",10.3768,7275,2581,18.76,72.85,8.38,37.7,39.5,69.32,0,6.99,0.39,2.33,20.78,0.19,0,17.41,2.8,2115,14.18,96384,5.31,14.78,1.66,17.33,83.14,16.86,6.9,98.45,1.55,2.71,13.76,37.79,24.03,9.69,6.59,5.43,299938,301527,777,781,701.083185567805,0.701083185567805
"870","4620857.08","0857.08","462","Montérégie",3.98097,5733,2910,12.57,62.48,24.96,46,48.1,17.98,0.17,1.2,0,4.11,76.03,0.34,0.17,41.58,1.9,1640,24.09,54638,12.69,14.17,1.85,13.03,65.08,34.92,4.8,97.44,2.56,2.39,17.24,18.6,22.7,13.82,12.46,12.8,200478,227795,850,974,1440.10128184839,1.44010128184839
"871","4620857.09","0857.09","462","Montérégie",2.45374,5208,2105,15.07,72.74,12.19,40.3,42.5,50.71,0,1.43,6.19,2.62,39.05,0,0,25.89,2.5,1550,12.58,86298,4.13,15.75,1.89,14.76,91.5,8.5,6.4,98.3,1.7,1.94,3.15,33.41,19.85,10.41,16.46,14.77,299047,303363,1041,1034,2122.47426377693,2.12247426377693
"872","4620887.04","0887.04","462","Montérégie",2.01582,5112,2322,14.09,62.23,23.68,45.2,48,50.22,3.88,7.11,7.11,0.65,31.03,0,0,31.47,2.2,1545,18.45,78769,5.97,7.19,1.38,5.02,71.99,28.01,6.6,98.91,1.09,13.32,60.7,20.96,3.93,0.66,0,0.44,324034,343001,857,863,2535.94070899187,2.53594070899187
"873","4620926.01","0926.01","462","Montérégie",32.1851,5236,2160,15.76,60.94,23.21,45.2,47.3,55.2,0,5.08,2.54,7.16,29.33,0.69,0,31.02,2.3,1440,17.01,62848,11.08,3.9,0.21,1.33,64.35,35.65,6.4,98.38,1.62,19.63,24.25,19.86,17.09,7.62,9.47,2.08,299664,313307,784,831,162.683974882787,0.162683974882787
"874","4620291.01","0291.01","462","Montréal",1.01007,3923,1367,17.32,69.04,13.63,39.1,39.9,29.93,0,36.5,1.82,4.38,27.37,0,0,22.34,2.9,1080,21.3,72960,7.92,35.09,3.6,44.92,81.68,18.32,6,93.04,6.96,13.97,12.13,26.84,17.65,8.46,18.01,2.94,299145,283291,675,697,3883.88923539953,3.88388923539953
"875","4620550.03","0550.03","462","Montréal",5.17045,6683,2183,17.07,68.34,14.6,41.1,44.2,89.22,0,1.83,2.29,1.15,5.5,0,0,14.65,2.9,1875,10.93,115383,6.02,24.28,1.94,18,91.86,8.14,7.7,97.74,2.26,6.8,22.45,32.43,21.09,7.94,6.12,3.17,414906,465065,754,844,1292.53740003288,1.29253740003288
"876","4620550.04","0550.04","462","Montréal",4.5625,4797,1803,15.64,69.97,14.39,41.4,44.6,64.44,0,8.89,6.94,2.22,17.22,0.28,0,19.39,2.6,1435,14.29,91981,6.9,19.23,0.42,17.87,81.72,18.28,7.3,96.66,3.34,4.7,36.46,37.02,15.19,4.7,1.38,0.55,349332,423108,815,816,1051.39726027397,1.05139726027397
"877","4620688.02","0688.02","462","Laurentides",92.458,3610,1175,13.57,74.1,12.33,40.6,41.8,72.88,0,4.24,0.42,3.39,18.64,0.42,0,23.83,2.5,875,14.86,66816,9.52,2.88,0.54,0.9,81.74,18.26,6.4,98.25,1.75,15.72,30.57,12.66,8.3,6.55,13.1,13.1,240087,261359,867,788,39.0447554565316,0.0390447554565316
"878","4620703.03","0703.03","462","Laurentides",3.19534,4456,1650,16.39,68.69,15.04,41,44.8,75.45,0,1.52,7.88,0.91,14.24,0,0,21.21,2.7,1300,15.38,99584,6.19,9.85,0.46,3.55,84.4,15.6,7.5,98.48,1.52,14.68,14.98,22.94,26.91,15.6,3.67,1.22,401126,437838,753,890,1394.53078545632,1.39453078545632
"879","4620705.01","0705.01","462","Laurentides",1.62772,3370,1234,16.89,64.3,18.81,42.2,45.6,98.79,0,0.81,0,0.4,0,0,0,11.34,2.7,1090,11.47,109056,2.67,6.45,0.59,4.55,98,2,8.8,100,0,2.02,61.69,33.47,2.82,0,0,0,340131,356108,0,0,2070.38065514953,2.07038065514953
"880","4620703.04","0703.04","462","Laurentides",3.3371,5706,1906,17.44,66.96,15.51,41.2,45.1,94.72,0,0.26,3.43,1.06,0.53,0,0,13.12,2.9,1665,11.71,113459,4.15,9.83,0.63,6.85,95.8,4.2,8.4,97.64,2.36,24.41,21.26,28.08,15.49,6.3,2.1,2.36,399934,409936,1148,1263,1709.86784933026,1.70986784933026
"881","4620857.10","0857.10","462","Montérégie",6.79936,5716,2115,18.99,72,8.92,37.1,37.2,71.16,0,5.44,1.89,8.27,12.06,1.18,0,17.73,2.7,1730,12.43,95296,4.73,11.64,1.69,12.53,87.59,12.41,6.9,96.17,3.83,6.92,22.43,17.18,12.89,2.15,13.84,24.58,308069,346984,751,846,840.667356927711,0.840667356927711
"882","4620857.11","0857.11","462","Montérégie",2.23585,3749,1521,16,70.93,13.07,40.1,41.5,52.81,0,4.62,0.33,1.32,21.78,0,19.14,24.67,2.4,1105,14.48,74780,6.59,14.56,0.94,16.85,93.69,6.31,5.9,97.02,2.98,1.99,26.58,40.2,7.64,1.33,6.64,15.61,240046,221071,1012,801,1676.76722499273,1.67676722499273
"883","4620705.02","0705.02","462","Laurentides",1.97593,5213,2358,11.71,58.16,30.04,48.5,50.9,25.48,0,2.76,4.25,2.76,64.76,0,0,39.83,2,1320,23.86,56235,13.92,5.68,0.75,5.25,44.78,55.22,5.4,98.72,1.28,9.81,37.74,23.45,21.11,4.48,2.77,0.64,278546,290918,786,821,2638.25135505812,2.63825135505812
"884","4620725.03","0725.03","462","Laurentides",1.60459,3620,1451,16.69,64.55,18.76,42.1,44.2,72.16,0,3.78,0,3.78,19.93,0.34,0,23.45,2.5,1115,16.59,68181,9.41,8.67,0.42,8.39,76.37,23.63,6.7,98.29,1.71,14.33,54.95,21.84,4.44,1.71,2.05,0.68,250396,251929,763,769,2256.02801961872,2.25602801961872
"885","4620725.04","0725.04","462","Laurentides",2.94299,3236,1334,13.27,66.82,19.91,44.6,48.7,75.19,0,1.13,0,5.64,17.67,0,0.38,25.94,2.4,965,13.99,75878,6.26,7.69,0.78,6.59,83.15,16.85,6.6,98.12,1.88,13.11,50.19,16.48,8.61,4.49,3.75,3.37,250745,265017,830,851,1099.56201006459,1.09956201006459
"886","4620725.06","0725.06","462","Laurentides",54.3856,1637,644,10.37,69.51,20.12,45.6,49.4,80.77,0.77,4.62,1.54,9.23,3.08,0,0,23.26,2.5,485,9.28,71373,9.6,1.81,0,0,81.1,18.9,7.2,98.41,1.59,38.1,37.3,10.32,8.73,1.59,3.97,0,325344,378272,703,733,30.0998793798358,0.0300998793798358
"887","4620726.03","0726.03","462","Laurentides",1.29815,4902,2247,16.02,66.73,17.35,41,41.3,43.21,0,4.68,0.45,1.11,50.33,0.22,0,34.22,2.2,1395,25.09,53099,15.95,5.17,0.71,5.27,49.67,50.33,5.7,94.91,5.09,10.18,63.94,12.39,7.96,1.55,3.32,0.66,250175,250560,721,738,3776.14297269191,3.77614297269191
"888","4620421.01","0421.01","462","Montréal",0.427236,7897,2956,25.82,64.05,10.06,33.9,33.2,0,94.75,0,0,0.85,4.4,0,0,32.15,2.6,1920,20.31,42566,39.06,67.86,24.05,68.57,5.25,94.75,3.5,66.16,33.84,11.28,53.03,15.66,10.27,2.69,3.37,3.7,279015,265994,900,928,18483.9292568978,18.4839292568978
"889","4620421.02","0421.02","462","Montréal",0.573932,7501,2779,22.65,65.02,12.33,36.1,35.4,0.18,33.15,0.18,3.42,18.2,44.86,0,0,29.14,2.7,1905,20.21,43591,36.31,65.29,20.92,64.6,19.93,80.07,4.1,71.4,28.6,18.31,56.55,7.36,5.03,1.97,9.16,1.62,501180,474821,849,892,13069.4925531248,13.0694925531248
"890","4620651.01","0651.01","462","Laval",2.22258,6389,2247,15.58,67.74,16.68,41.6,43.8,51.67,0,21.38,4.68,1.78,20.27,0.22,0,19.82,2.8,1830,16.12,72928,11.49,45.52,3.49,32.09,81.51,18.49,6.2,94.65,5.35,8,33.11,34.44,9.33,3.33,7.56,4.22,309562,317788,762,862,2874.58719146217,2.87458719146218
"891","4620651.02","0651.02","462","Laval",5.22408,7658,2421,21.93,69.45,8.62,35.8,37.1,57.14,0,23.4,0,1.04,18.43,0,0,14.46,3.2,2150,11.4,88299,6.66,41.48,3.07,37.95,94.21,5.79,6.6,93.8,6.2,1.86,7.85,31.82,16.94,14.46,16.53,10.54,330659,363746,1037,974,1465.90404434848,1.46590404434848
"892","4620659.04","0659.04","462","Laval",6.21271,4621,1489,23.05,72.08,4.87,34.7,38,67.22,0,15.72,9.7,0,7.36,0,0,11.41,3.1,1325,10.94,122816,3.46,20.95,1.08,20.11,97.67,2.33,7.4,98.66,1.34,0,0,5.72,48.82,14.81,14.14,16.5,399482,398085,1255,1223,743.797795165073,0.743797795165073
"893","4620659.05","0659.05","462","Laval",2.43956,7458,2741,18.57,70.78,10.59,38.8,41.7,60.95,0,14.05,8.03,0,16.97,0,0,18.61,2.7,2225,14.83,101339,4.96,15.55,1.94,14.08,85.77,14.23,7,96.72,3.28,1.28,30.66,39.42,11.68,7.48,5.29,4.2,348524,354485,798,852,3057.1086589385,3.0571086589385
"894","4620659.06","0659.06","462","Laval",1.82164,4430,1459,13.43,55.53,31.04,49.3,51.4,65.87,0,9.9,2.39,11.26,7.17,3.41,0,27.15,2.4,1045,16.27,73612,8.6,11.19,1.18,8.84,78.55,21.45,6.3,97.57,2.43,41.72,26.9,8.97,10.69,2.76,2.76,6.21,278770,303322,754,791,2431.87457455919,2.43187457455919
"895","4620677.06","0677.06","462","Lanaudière",2.9023,8429,2740,26.05,67.12,6.77,33.3,34.7,76.09,0,4.56,0,0.73,18.43,0.18,0,11.86,3.1,2435,12.94,110373,4.33,16.08,1.6,23.9,91.22,8.78,7.4,98.18,1.82,0.55,3.1,0.36,18.76,12.57,37.7,26.96,350153,377943,1066,1148,2904.24835475313,2.90424835475313
"896","4620677.07","0677.07","462","Lanaudière",1.03826,3927,1612,16.79,72.01,11.07,39.8,41.3,54.04,0,6.83,2.17,0.31,36.65,0,0,23.6,2.4,1215,22.63,73318,8.54,8.55,0.26,11.01,72.19,27.81,6.3,96.56,3.44,1.25,25.63,64.38,8.13,0,0.63,0,245269,241924,775,839,3782.28959990754,3.78228959990754
"897","4620677.08","0677.08","462","Lanaudière",2.56517,7440,2763,19.49,70.7,9.74,38,39.9,67.75,0.18,5.07,3.8,0.72,22.46,0,0,20.65,2.7,2190,15.98,90650,4.1,12.92,1.6,17.26,88.11,11.89,6.7,98.01,1.99,0.36,2.52,37.05,28.96,12.77,14.39,3.96,260001,260493,952,984,2900.39256657453,2.90039256657453
"898","4620689.01","0689.01","462","Lanaudière",2.81814,6791,2461,22.16,67.89,9.94,36.1,36.1,67.28,0,3.46,6.71,4.67,11.38,0,6.5,18.05,2.8,2000,16.75,76823,7.81,8.18,1.18,12.67,86.59,13.41,6.3,96.35,3.65,0.61,20.33,13.82,18.09,6.3,17.07,23.78,225098,231199,832,844,2409.74543493226,2.40974543493226
"899","4620689.02","0689.02","462","Lanaudière",1.61221,3678,1308,22.04,68.44,9.52,36.1,36.9,83.46,0,3.08,0.77,3.46,8.08,0,1.15,16.09,2.8,1095,19.63,70656,8.56,6.02,0,10.64,84.41,15.59,6.4,94.66,5.34,0.76,17.94,34.35,22.14,16.41,7.25,1.15,219781,222861,833,869,2281.34052015556,2.28134052015556
"900","4620689.03","0689.03","462","Lanaudière",3.75685,8135,2856,24.65,67.61,7.87,33.9,33.9,59.51,0,12.85,3.52,7.57,16.2,0,0.35,19.44,2.8,2290,22.49,71643,10,8.96,0.99,11.73,80.35,19.65,6.3,94.92,5.08,1.05,9.27,17.83,21.15,29.2,19.23,2.27,224383,219543,846,857,2165.37790968498,2.16537790968498
"901","4620689.04","0689.04","462","Lanaudière",32.6521,5637,2005,21.56,69.74,8.78,35.7,36.6,70.15,0,9.7,1,5.72,13.18,0.25,0,19.2,2.8,1610,18.01,74016,9.95,7.32,0.96,10.29,81.8,18.2,6.6,96.75,3.25,3.77,13.07,25.38,22.11,16.58,16.08,3.02,235221,244885,810,803,172.63820703722,0.17263820703722
"902","4620826.09","0826.09","462","Montérégie",1.36887,3387,1069,12.83,60.32,26.7,47,50.6,83.18,0,0,2.34,0,14.49,0,0,12.15,2.9,965,8.81,99456,9.42,47.92,4.97,54.01,93.06,6.94,8.5,97.22,2.78,2.33,8.84,71.16,13.49,4.19,0,0,500999,535887,1053,1086,2474.30362269609,2.47430362269609
"903","4620826.10","0826.10","462","Montérégie",2.09785,6092,2256,15.02,68.31,16.67,41.9,43.5,48.12,0,9.09,4.66,1.11,36.81,0,0.22,22.62,2.7,1785,12.32,77568,11.35,42.93,4.19,50.49,84.7,15.3,6.7,96.68,3.32,3.32,4.65,24.12,24.78,32.52,8.19,2.43,350046,426064,1064,982,2903.92544748195,2.90392544748195
"904","4620826.11","0826.11","462","Montérégie",1.09191,4438,1730,14.64,57.21,28.15,46.1,46.2,33.33,6.96,8.12,4.35,0.29,46.96,0,0,31.5,2.4,1175,19.57,59776,16.24,40.44,9.93,44.05,53.56,46.44,5.8,95.73,4.27,2.87,59.03,28.08,6.3,1.15,1.15,1.43,325285,325908,819,1087,4064.43754521893,4.06443754521893
"905","4620828.03","0828.03","462","Montérégie",3.04397,5302,2071,21.89,65.19,13.02,38,39.3,60.63,2.17,7.25,11.59,0,18.36,0,0,22.95,2.6,1570,15.61,90149,4.62,10.67,1.79,11.79,81,19,6.8,98.57,1.43,6.4,47.63,10.66,3.08,1.42,30.33,0.47,300228,320402,748,799,1741.80428847853,1.74180428847853
"906","4620828.04","0828.04","462","Montérégie",3.0525,3753,1671,17.18,68.58,14.25,39.8,40.6,39.7,0,4.78,9.85,0.3,45.37,0,0,29.85,2.2,1140,21.49,69376,6.93,9.99,1.73,8.79,71.56,28.44,6,97.26,2.74,7.6,24.92,23.4,35.26,4.86,3.34,0.61,250830,276441,849,849,1229.48402948403,1.22948402948403
"907","4620521.04","0521.04","462","Montréal",1.44475,4983,1743,17.35,63.89,18.76,41.4,43.1,80.8,6.02,0,1.43,0,11.75,0,0,16.91,2.9,1455,12.37,90155,9.05,31.07,1.92,27.13,81.4,18.6,7.3,94.78,5.22,8.09,78.61,6.94,1.16,1.16,4.05,0,400950,421116,853,964,3449.03962623291,3.44903962623291
"908","4620521.05","0521.05","462","Montréal",1.38795,4882,1471,16.79,68.58,14.43,40,42.6,79.45,14.38,0,1.03,0.34,4.79,0,0,14.29,3.2,1290,10.47,121728,8.17,31.04,2.33,28.39,86.51,13.49,8.4,97.58,2.42,0,9,25.26,34.95,18.69,3.81,8.3,650574,672728,920,1063,3517.4177744155,3.51741777441551
"909","4620521.06","0521.06","462","Montréal",2.2557,5029,1848,16.7,61.33,21.87,43.3,45.7,62.26,9.97,0.81,5.39,0.27,21.29,0,0,21.62,2.7,1475,11.19,98816,8.35,33.66,1.96,26.96,85.22,14.78,7.1,97.05,2.95,0,36.83,21.24,8.87,16.4,14.52,2.15,449916,502447,1132,1312,2229.46313782861,2.22946313782861
